Comment,Sentiment
East or west 🅱🅷🆄🅱🅰🅽 🅱🅷🅰🅸 is the 𝗯𝗲𝘀𝘁,neutral
ଏତିକି ନୁହ ଆଉ ହେବ।,neutral
1:54 Tujhe Tere Ghar Se Utha Lunga,neutral
Sir shri prakash Shukla per video banaiye please 🙏🙏,neutral
"नमस्कार मैं कुत्ता 🐕 कुमार, सभी देशद्रोहियों की पसंदीदा आवाज़ 🙏🙏🙏🙏🙏🙏",neutral
"On line auto bahut dada giri karuchhanty, odisha re b semiti hauchi lokanku hayiran karuchhanty hele government au police tanku dariki chup",neutral
നാളത്തെ വാര്‍ത്ത : ടൊവിനോക്ക് വിലക്ക്..,neutral
"80,000 nei gharapudi Cash chapideithila basudebpur chudamani merain thana re thibabele danda paiba thik ate",neutral
"വി.എസ്സും, പി.വിയും നേരിൽ കണ്ടുമുട്ടുന്ന ഒരു വീഡിയോ പ്രതീക്ഷിച്ചു.
 
 എത്രയും വേഗം അസുഖം ഭേദമാവട്ടെ",neutral
1 subscriber lost due to this video,neutral
This song and you 😩🥺,neutral
Ab baat khud k upar aayi to dar lag gaya,neutral
इस्राईलको सफाइ करने कि सोचना मत जल जाओगे !,neutral
AC use ಮಾಡಬಾರದು,neutral
이 정도면 그냥 배우하세요,neutral
Jitna v gu gobar khane wala andhbhakt hindu hai sab des me gandagi faila raha hai,neutral
தூண்டி விடுவது போல் உள்ளது,neutral
"America is motherfu.....
 Selfish,greedy Usa only 
 Thinks about US not world 
 It's disrupting for india and whole middle east also 
 Sparking high rates of oil trade",neutral
Vobsinsiveu,neutral
Sirplzrwssnmrmanokrstainijuktikoridiontunaplzplzplzsir,neutral
Ye kya chutiya channel hai...full Interview ek hi time pe upload karo....,neutral
"আগে নিজে practice করো সুমন. কথায় কথায় অতীতে র তুলনা টেনে বর্তমানে র "" Shak দিয়ে মাছ ঢাকা র চেষ্টা কোরে চ লে ছ "" .",neutral
Bhai PM election lado,neutral
"Ankit Goswami 
 
 
 
 
 
 
 _Ankit Goswami",neutral
"Why US that has committed so many war crimes can make nuke, but others can’t??",neutral
"Haha... surprised that the driver got arrested for driving in the rain. 
 😮",neutral
"You are highlighting Afghanistan as Iran in your video,please correct.",neutral
"25 வருடமாக தலைவராக இருந்த ஜி.கே.மணி அவர்களுக்கு பிறகு நீங்களே பாமக தலைவர் பொருப்பை ஏற்று இருந்தால் மகிழ்ச்சி அடைந்திருப்போம் அய்யா...
 
 வன்னிய சமூகத்தின் நிறந்திர தலைவர் நீங்கள் தானே அய்யா...
 
 சின்ன அய்யா தலைவரான பிறகு அந்த பதவிதான் எனக்கு வேண்டும் என்கிறீர்களே எந்த வகையில் நியாயம் அய்யா...
 
 அய்யா உங்கள் மீது வருத்தம் கொள்வதற்க்கு எங்களுக்கு உரிமை இருக்கிறது அய்யா...
 
 அய்யா நீங்கள் மாபெரும் தலைவர் இந்திய தமிழக அரசியல் தலைவர் களை எதிர்த்து போட்டி போட்டு கொண்டு கட்சியை நடத்தினீர்கள்...
 
 தற்ப்போது போட்டி போடுவது உங்கள் பிள்ளை உங்கள் ரத்தம் அய்யா உங்கள் காலத்திலே உங்கள் பிள்ளை சின்ன அய்யாவையை சிறுமை படுத்தாதீர்கள் அய்யா...",neutral
Selenita FMK MAZZA TIAGO PZK EMLIA,neutral
Malayalam cinema industry has got to be one of those industries still producing decent movies on decent topics and thats coming from a mallu myself,neutral
ମେଟା କୁଆଡେ ଦେଶ ବିରୁଦ୍ଧ ରେ ଷଡଯନ୍ତ୍ର କରୁନି ତ ? ଯଦି ହୋଇ ଥାଏ ତାହେଲେ ଦୃଢ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ହେବା ଦରକାର।,neutral
2026 বাংলায় বিজেপি না আসলে এসব জঙ্গিরা বাংলাদেশ বানাবে....এটা দরকার ছিলো রাষ্ট্রপতি শাসন এক ধাপ এগিয়ে গেলো.... মুসলীম হয়ে মুসলিম হত্যা সময় থাকতে আপনারা বিজেপি কে আনুন সব শান্ত করে দিবে জঙ্গিদের না হলে 2026 পর বাড়ি বাড়ি এসব জঙ্গিরা বম্ব মেরে হত্যা করবে,neutral
Reventh Anna kcr assembly radu miru unnani rojulu,neutral
ಇದು ಎಷ್ಟು ಭೂಮಿಯಿಂದ ಒಂದು 100 KM ಎತ್ತರ ಇರಬಹುದೇ???,neutral
https://youtube.com/shorts/SnWE6w2KDMw?feature=share,neutral
Per hum app se nehi mil सके,neutral
தமிழ்நாடு கேட்டுக்குட்டிசுவாராய் போச்சி,neutral
শুভেন্দু বাবু বরোবরো ডায়লগ না মেরে আগামী লোক সভানির্বাচন এ ডায়মন্ড হারবার লোক সভা নির্বাচন কেন্দ্রে দারান দম থাকলে।,neutral
"It’s all a trap. The easier it is to claim credit, the more likely you are to fall into a trap.",neutral
10 10 10,neutral
Sala chinese agent,neutral
Cpm gundayisam,neutral
But they respect muslim women😢,neutral
"क्यों खेल बिगड़ गया, ईरान को परमाणु हथियार ना बनाने की लड़ाई थी ईरान के परमाणु नेटवर्क खत्म किए अब क्या शेष है?",neutral
"44+42+14=100
 അപ്പൊ അൻവർ =0
 
 മനോരമേ നിനക്ക് തൂങ്ങി ചത്തൂടെ 😜",neutral
രാജ്യദ്രോഹികൾ ഇന്ത്യവിടുക ജയ് rss,neutral
Shivali parab bara nahi vatli tuzi ackting,neutral
ஆசிரியர் கையில் உள்ள குச்சியை பிடிங்கியது அதிகாரம்... காவலர்களின் துப்பாக்கிக்கே பயப்படாத குற்றச் சமூகம் உருவாகி வருகிறது,neutral
যাও বেবস্থা খুলে গেল,neutral
Chora sala,neutral
season 2,neutral
ഓരോ വോട്ടും പിണറായിക്ക് താക്കീത്,neutral
iqoo 14 lonch date,neutral
সর্বঘটে এই হারামজাদাটাকে দেখতে ও কথা শুনতে হয়। ঘেন্নায় গা রি রি করে। এদের মরণ কবে হবে?,neutral
"ആദ്യമെണ്ണുന്ന വഴിക്കടവ് മൂത്തേടം പഞ്ചായത്തിൽUDFലീഡ് 5000 താഴെ നിർത്താൻ പറ്റിയാൽ സ്വരാജിന് ചെറിയ സാധ്യതയുണ്ട്. 65000 വരെ UDF ന് ലീഡ് കിട്ടുന്ന മണ്ഡലത്തിൽഅൻവറിൻ്റെ പേഴ്സണൽ വോട്ടും ഇടതിൻ്റെ വോട്ടും കൂടിയാണ് അൻവർ ജയിച്ചത്. അൻവർ പോയതോടെ ഇടതിൻ്റെ വോട്ടും സ്വരാജ് വ്യക്തിപരമായി നേടുന്ന വോട്ടുമാണ് ഉള്ളത്.
 ലീഗിൻ്റെ മലപ്പുറം കോട്ടയിൽ മിനിമം 25000 വോട്ടിൻ്റെ വിജയുണ്ടായാലെ സർക്കാർ വിരുദ്ധ വികാരം ശക്തെന്ന് പറയാൻ പറ്റൂ. ലോക സദയിലെ ദുരിപക്ഷത്തിൻ്റെ മൂന്നിലൊന്നു ദുരിപക്ഷം കിട്ടിയാലും അത് മലപ്പുറം ജില്ലയിലെ സാധാരണ ഉപതെരെഞ്ഞെടുപ്പിലേഫലമേ ആകൂ.",neutral
आता नाथ पाहिजे होते अज्ञात लोकांना भक्ती मार्ग कळला असता अंधश्रद्धा यांच्या वर विश्वास ठेवला नसता भक्ती केली म्हणजे देव आपल्या जवळ असतो देवाला कुठे शोधायची गरज नाही,neutral
Shata Thara ede,neutral
"A Kryptonian alien house cat hovers over the zoo at about 22,000 ft altitude ...",neutral
"ପିୟୁଷ ସରୁ କୁହା ଥଣ୍ଡା ଠକ ବ୍ରାହ୍ମଣ ହୋଇକି ଠିକ କରିନି,",neutral
Om namah shivay om namo aadesh alakh Niranjan 🙏🙏🌹🌹🙏🙏🌹🌹🙏🙏🌹🌹🙏🙏🌹🌹🙏🙏🌹🌹,neutral
"He was arrested but he escaped 
 
 In soujanya case culprits are not arrested 
 
 Thereis difference",neutral
কয় জন student এই গল্পটা দেখছো হাত তোলো দেখি,neutral
anyone in 2025,neutral
"After Partition (1951):India: Hindus 84.1%, Muslims 9.8%.
 Pakistan : Hindus ~23% , Muslims ~76–78%.
 Current (2023):India: Hindus 78.1%, Muslims 14.2%.
 Pakistan: Hindus 2.2%, Muslims 90–91%.
 We clearly see who is main problem",neutral
"എടൊ, കോപ്പ് എന്ത്‌ വിഭാഗീയത, ആര് വിഭാജിക്കും, തന്റെ ഉ ദ്ദ്ശം,നടപ്പിലാകില്ല. കവികോടി ആർക്കും, ഒരു ഉപദ്രവവും ചെയ്യുന്നില്ല. പണ്ടുകാലത്തുവമണ്ണിന്റെ കളറായി സന്യാസിമാർ വെക്കാൻ കൊറത്തുണിക്ക് ഇങ്ങിനെനൊരു മാനം കൈവന്നത്, ജിഹാദി അങ്ങണ്ടയും, ആ ചീമുട്ടകളുടെ 
 ആസ്വസ്ഥതയുടെ, കാരണം, മൂട്ടിലെ, ചൊറിച്ചിൽ മാത്രമാണ്, അതിനുള്ള മരുന്നു, ഭാരതത്തിന്റെ കയ്യിലും, ഇസ്രായേലിന്റെയും, US ന്റെയും തലയിലും മാത്രമാനുള്ളത്.ജയ് ഹിന്ദ്. 🙏.
 അല്ലര്ജി കാവിയോടല്ല, അതുധരിക്കുന്ന, ഹിന്ദുവിനോട് മാത്രമാണ്. അതിന്റെ കാരണം,
 ""ഇച്ചിരിത്തീയെന്നു, പറഞ്ഞാൽ, രണ്ടു പഴമെന്നാണെന്ന്, ഈ,....
 
 അറിഞ്ഞൂടെ, എന്ന് പണ്ട് നമ്മൾ പol ച്ചിട്ടുള്ളതല്ലേ.ജയ് hind🙏",neutral
